,Testing Accuracy,Validation Accuracy,Testing Loss,Validation Loss
0,0.8181107640266418,0.8401702046394348,0.39196792244911194,0.32545167207717896
1,0.8467705249786377,0.8532976508140564,0.31709569692611694,0.3078263998031616
2,0.860085129737854,0.8773130774497986,0.29491400718688965,0.26672738790512085
3,0.8729196786880493,0.8861421346664429,0.2755284905433655,0.2556985020637512
4,0.8768854141235352,0.8991363048553467,0.2666431963443756,0.24999472498893738
5,0.8879455327987671,0.8703332543373108,0.24883191287517548,0.25874704122543335
6,0.8908674120903015,0.9085825681686401,0.2456858605146408,0.21989630162715912
7,0.8969833254814148,0.8853240013122559,0.23652642965316772,0.23398810625076294
8,0.8994355797767639,0.8761703372001648,0.22863729298114777,0.24679742753505707
9,0.9054986834526062,0.8947443962097168,0.2178225964307785,0.2249763160943985
10,0.9089044332504272,0.9139533638954163,0.21052785217761993,0.1995188593864441
11,0.913209080696106,0.9001625776290894,0.2023833692073822,0.22084078192710876
12,0.9176382422447205,0.8875085711479187,0.19326543807983398,0.24644263088703156
13,0.91859370470047,0.9276084303855896,0.19277620315551758,0.17680144309997559
14,0.920962929725647,0.8954683542251587,0.18686866760253906,0.21907024085521698
15,0.9229157567024231,0.9143495559692383,0.18210731446743011,0.18651381134986877
16,0.9265929460525513,0.9334385991096497,0.17547933757305145,0.16605591773986816
17,0.928428053855896,0.8972828984260559,0.1717914342880249,0.21645203232765198
18,0.9293468594551086,0.8960217237472534,0.17005425691604614,0.2138681560754776
19,0.9309573173522949,0.9215407371520996,0.16685743629932404,0.18448461592197418
20,0.9334015250205994,0.9238003492355347,0.162662535905838,0.17116840183734894
21,0.933381199836731,0.8864712715148926,0.1619054675102234,0.23128794133663177
22,0.9341658353805542,0.9252921342849731,0.15959711372852325,0.16997218132019043
23,0.9354599118232727,0.8468117713928223,0.15655472874641418,0.30092495679855347
24,0.9369285106658936,0.9126250147819519,0.15453466773033142,0.1944030225276947
25,0.9384042620658875,0.9126129150390625,0.15145571529865265,0.20009781420230865
26,0.9385695457458496,0.9069374799728394,0.1514030396938324,0.19454707205295563
27,0.9391951560974121,0.8897501230239868,0.14978142082691193,0.2365993857383728
28,0.9388166666030884,0.9165540337562561,0.1491483747959137,0.179154634475708
29,0.940646231174469,0.9433426856994629,0.14625631272792816,0.14385172724723816
30,0.9427613615989685,0.9302035570144653,0.14177611470222473,0.15521112084388733
31,0.9420256614685059,0.9359328150749207,0.14317460358142853,0.15281714498996735
32,0.9422511458396912,0.9378647208213806,0.1430538147687912,0.14541730284690857
33,0.9437466859817505,0.9269986152648926,0.13994655013084412,0.15908049046993256
34,0.9454814195632935,0.9297956228256226,0.13657699525356293,0.15917275846004486
35,0.9453515410423279,0.921485960483551,0.13657516241073608,0.17114128172397614
36,0.9465010166168213,0.9080365896224976,0.13408862054347992,0.1880858987569809
37,0.9450068473815918,0.9295900464057922,0.13730557262897491,0.15495619177818298
38,0.9471152424812317,0.9429259300231934,0.13306130468845367,0.1372300684452057
39,0.9484273791313171,0.9055879712104797,0.13037070631980896,0.20812827348709106
40,0.9484363198280334,0.9394605159759521,0.12906043231487274,0.14344702661037445
41,0.9478773474693298,0.8968219757080078,0.1303526908159256,0.20445258915424347
42,0.9478949308395386,0.9245179891586304,0.129622682929039,0.16180740296840668
43,0.9503540992736816,0.9443150758743286,0.1254875659942627,0.13007856905460358
44,0.9490908980369568,0.9358083605766296,0.12735207378864288,0.14580419659614563
45,0.9500886797904968,0.9290149807929993,0.12612417340278625,0.15333418548107147
46,0.9504700303077698,0.9355129599571228,0.12470401078462601,0.14943723380565643
47,0.9508506059646606,0.9318602085113525,0.12366645783185959,0.15627679228782654
48,0.9519221186637878,0.9520650506019592,0.12114203721284866,0.12512756884098053
49,0.9523816108703613,0.8898134231567383,0.12118653208017349,0.21516801416873932
50,0.9520546793937683,0.9388299584388733,0.12150848656892776,0.14050088822841644
51,0.9522514939308167,0.9445934295654297,0.12021243572235107,0.13133642077445984
52,0.9531330466270447,0.932121992111206,0.11839722841978073,0.1557895690202713
53,0.9526699185371399,0.9161196947097778,0.12023655325174332,0.17899572849273682
54,0.9529522061347961,0.8805555105209351,0.11860349029302597,0.24786797165870667
55,0.9538590908050537,0.8941439390182495,0.1164994090795517,0.22123907506465912
56,0.9537204504013062,0.8861953020095825,0.11585485935211182,0.23818838596343994
57,0.9537787437438965,0.9297439455986023,0.11607195436954498,0.16051028668880463
58,0.9544238448143005,0.9435718655586243,0.11545293033123016,0.13244658708572388
59,0.9556552767753601,0.9544434547424316,0.11213506013154984,0.11394604295492172
